QuestionId,ConstructName,SubjectName,CorrectAnswer,QuestionText,CorrectAnswerText,Option,AnswerText,MisconceptionId,Prompt
779,Identify factors of algebraic expressions,Factors and Highest Common Factor,D,"Tom and Katie are discussing factors

Tom says \( 3 \) is a common factor of \( 18 x \) and \( 29 y \)

Katie says \( x \) is a common factor of \( 6 x \) and \( 9 y \)

Who is correct?",Neither is correct,C,Both Tom and Katie,,"Question: Tom and Katie are discussing factors

Tom says \( 3 \) is a common factor of \( 18 x \) and \( 29 y \)

Katie says \( x \) is a common factor of \( 6 x \) and \( 9 y \)

Who is correct?
Incorrect Answer: Both Tom and Katie
Correct Answer: Neither is correct
Construct Name: Identify factors of algebraic expressions
Subject Name: Factors and Highest Common Factor

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
786,Divide proper fractions in the form: Fraction ÷ Integer,Dividing Fractions,D,"What fraction replaces the question mark? ![A bar split into 7 equal pieces. 3 are shaded, and one of these is labelled with a question mark.]()",\( \frac{1}{7} \),C,\( \frac{1}{6} \),,"Question: What fraction replaces the question mark? ![A bar split into 7 equal pieces. 3 are shaded, and one of these is labelled with a question mark.]()
Incorrect Answer: \( \frac{1}{6} \)
Correct Answer: \( \frac{1}{7} \)
Construct Name: Divide proper fractions in the form: Fraction ÷ Integer
Subject Name: Dividing Fractions

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
790,"Describe a reflection in a vertical line by drawing the line of reflection, where the line of reflection lies on the edge or outside the object",Reflection,B,"![A grid of 8 squares across and 7 squares up.  A blue isosceles triangle, labelled ""P"", is drawn on the grid. Its corners are at points: 4 squares up from the bottom left corner of the grid; 2 squares right and 3 squares up from the bottom left corner of the grid; 2 squares right and 5 squares up from the bottom left corner of the grid.   Another blue isosceles triangle (identical shape and size to P), labelled ""Q"", is also drawn on the grid. Its corners are at points: 6 squares right and 3 squares up from the bottom left corner of the grid; 6 squares right and 5 squares up from the bottom left corner of the grid; 8 squares right and 4 squares up from the bottom left corner of the grid.
A light blue vertical line, labelled ""A"" goes from top to bottom of the grid, 2 squares to the right of the left-hand side of the grid. A dark blue vertical line, labelled ""B"" goes from top to bottom of the grid, 4 squares to the right of the left-hand side of the grid. A green vertical line, labelled ""C"" goes from top to bottom of the grid, 5 squares to the right of the left-hand side of the grid. ]() Which is the correct line of reflection to map triangle \( \mathrm{P} \) to triangle \( \mathrm{Q} \) ?",B,C,C,,"Question: ![A grid of 8 squares across and 7 squares up.  A blue isosceles triangle, labelled ""P"", is drawn on the grid. Its corners are at points: 4 squares up from the bottom left corner of the grid; 2 squares right and 3 squares up from the bottom left corner of the grid; 2 squares right and 5 squares up from the bottom left corner of the grid.   Another blue isosceles triangle (identical shape and size to P), labelled ""Q"", is also drawn on the grid. Its corners are at points: 6 squares right and 3 squares up from the bottom left corner of the grid; 6 squares right and 5 squares up from the bottom left corner of the grid; 8 squares right and 4 squares up from the bottom left corner of the grid.
A light blue vertical line, labelled ""A"" goes from top to bottom of the grid, 2 squares to the right of the left-hand side of the grid. A dark blue vertical line, labelled ""B"" goes from top to bottom of the grid, 4 squares to the right of the left-hand side of the grid. A green vertical line, labelled ""C"" goes from top to bottom of the grid, 5 squares to the right of the left-hand side of the grid. ]() Which is the correct line of reflection to map triangle \( \mathrm{P} \) to triangle \( \mathrm{Q} \) ?
Incorrect Answer: C
Correct Answer: B
Construct Name: Describe a reflection in a vertical line by drawing the line of reflection, where the line of reflection lies on the edge or outside the object
Subject Name: Reflection

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
791,Divide integers up to 2 digits using long division,Written Division,A,"When using long-division to solve this problem, what digit should replace the triangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 92, divisor = 4, the digits of the quotient are represented by a yellow star and a purple triangle.]()",\( 3 \),C,\( 2 \),,"Question: When using long-division to solve this problem, what digit should replace the triangle to give the correct answer (quotient)? ![Division sum written out in Bus Stop format with dividend = 92, divisor = 4, the digits of the quotient are represented by a yellow star and a purple triangle.]()
Incorrect Answer: \( 2 \)
Correct Answer: \( 3 \)
Construct Name: Divide integers up to 2 digits using long division
Subject Name: Written Division

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
804,"Solve basic introduction simultaneous equation problems, often involving shapes and symbols",Simultaneous Equations,B,![\( \begin{array}{l}\square \square \square \circ \circ=22 \\ \square \square \circ \circ=18\end{array} \)]() What is the value of a square?,\( 4 \),C,\( 5 \),,"Question: ![\( \begin{array}{l}\square \square \square \circ \circ=22 \\ \square \square \circ \circ=18\end{array} \)]() What is the value of a square?
Incorrect Answer: \( 5 \)
Correct Answer: \( 4 \)
Construct Name: Solve basic introduction simultaneous equation problems, often involving shapes and symbols
Subject Name: Simultaneous Equations

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
806,Solve one-step linear inequalities in one variable where the variable appears on one side of the equation,Solving Linear Inequalities,D,"Solve the inequality:
\(-\frac{1}{3} y \leq-6\)",\( y \geq 18 \),C,\( y \leq 2 \),,"Question: Solve the inequality:
\(-\frac{1}{3} y \leq-6\)
Incorrect Answer: \( y \leq 2 \)
Correct Answer: \( y \geq 18 \)
Construct Name: Solve one-step linear inequalities in one variable where the variable appears on one side of the equation
Subject Name: Solving Linear Inequalities

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
809,Rearrange formulae to change the subject where the subject appears once and one step is needed,Rearranging Formula and Equations,B,"Step \( 2 \)

Which is the correct next step rearrangement of the following formula, making \( u \) the subject?
\[
7 t-13=u(5+2 t)
\]",\( u=\frac{7 t-13}{5+2 t} \),C,\( u=\frac{5+2 t}{7 t-13} \),,"Question: Step \( 2 \)

Which is the correct next step rearrangement of the following formula, making \( u \) the subject?
\[
7 t-13=u(5+2 t)
\]
Incorrect Answer: \( u=\frac{5+2 t}{7 t-13} \)
Correct Answer: \( u=\frac{7 t-13}{5+2 t} \)
Construct Name: Rearrange formulae to change the subject where the subject appears once and one step is needed
Subject Name: Rearranging Formula and Equations

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
813,Calculate the probability of two independent events occurring without drawing a tree diagram,Combined Events,A,"There are \( 4 \) red balls and \( 3 \) yellow balls in a cup. ![The image shows the cup with the 4 red balls and 3 yellow balls.]() Kate picks a yellow ball out and then replaces it.

She then has a second pick.
What is the probability the second pick is also a yellow ball?",\( \frac{3}{7} \),C,\( \frac{2}{7} \),,"Question: There are \( 4 \) red balls and \( 3 \) yellow balls in a cup. ![The image shows the cup with the 4 red balls and 3 yellow balls.]() Kate picks a yellow ball out and then replaces it.

She then has a second pick.
What is the probability the second pick is also a yellow ball?
Incorrect Answer: \( \frac{2}{7} \)
Correct Answer: \( \frac{3}{7} \)
Construct Name: Calculate the probability of two independent events occurring without drawing a tree diagram
Subject Name: Combined Events

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
817,"Given the area of a trapezium, calculate a missing dimension",Area of Simple Shapes,D,"The area of this trapezium is \( 63 \mathrm{~cm}^{2} \).

What is the value of \( a \) ? ![A trapezium with the parallel sides labelled with 3cm and a and the height labelled with 9cm]()",\( 11 \mathrm{~cm} \),C,\( 6 \mathrm{~cm} \),,"Question: The area of this trapezium is \( 63 \mathrm{~cm}^{2} \).

What is the value of \( a \) ? ![A trapezium with the parallel sides labelled with 3cm and a and the height labelled with 9cm]()
Incorrect Answer: \( 6 \mathrm{~cm} \)
Correct Answer: \( 11 \mathrm{~cm} \)
Construct Name: Given the area of a trapezium, calculate a missing dimension
Subject Name: Area of Simple Shapes

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
819,Carry out subtraction problems involving one negative integer,Adding and Subtracting Negative Numbers,A,\( 6-(-8)= \),\( 14 \),C,\( 2 \),,"Question: \( 6-(-8)= \)
Incorrect Answer: \( 2 \)
Correct Answer: \( 14 \)
Construct Name: Carry out subtraction problems involving one negative integer
Subject Name: Adding and Subtracting Negative Numbers

Your task: Identify the misconception behind Incorrect Answer. Answer concisely and generically inside <response>$$INSERT TEXT HERE$$</response>.
Before answering the question_1020 think step by step concisely in 1-2 sentence inside <thinking>$$INSERT TEXT HERE$$</thinking> tag and respond your final misconception inside <response>$$INSERT TEXT HERE$$</response> tag."
